Age,work_class,income,education,education_num,martal_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours-per-week,native-country
59,Private,139074,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
39,Private,208532,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,35,United-States
21,State-gov,137066,Masters,14,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States
40,Self-emp-not-inc,222451,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States
45,Private,123679,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
45,Self-emp-not-inc,223520,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
51,Local-gov,150599,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
61,Self-emp-not-inc,308062,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
34,State-gov,285380,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
31,Private,136374,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
51,State-gov,318429,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States
44,Private,92078,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
61,State-gov,222197,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States
27,Private,153059,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
40,Private,132162,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
27,Private,173855,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,45,United-States
44,Private,125750,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
60,Self-emp-not-inc,207872,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
54,State-gov,275872,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
42,Private,282127,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
46,Private,167916,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,60,United-States
32,Private,132558,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
31,Private,71246,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
42,Self-emp-not-inc,240322,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States
39,Self-emp-inc,120351,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,99,Japan
60,State-gov,278991,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
70,Self-emp-not-inc,164329,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
50,Self-emp-not-inc,222357,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States
30,Private,203787,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,10520,0,50,United-States
48,Self-emp-inc,234333,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
34,State-gov,177204,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
42,Private,54373,Preschool,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua
49,State-gov,176497,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
29,Local-gov,132101,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
48,State-gov,327578,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States
54,Private,149447,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
37,Private,281425,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
37,Local-gov,142653,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
27,State-gov,324917,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States
29,Self-emp-not-inc,163528,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,60,United-States
29,State-gov,137731,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
31,Private,195155,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
32,Private,135123,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
33,Private,197743,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
57,Private,150917,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
51,Private,172092,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States
58,Self-emp-inc,285083,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States
45,Self-emp-not-inc,123885,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
50,Self-emp-inc,276916,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States
39,State-gov,298729,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
72,Self-emp-not-inc,230626,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,28,United-States
48,Private,252955,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States
46,Private,282341,Prof-school,15,Divorced,Farming-fishing,Unmarried,White,Male,0,0,48,United-States
55,Private,218374,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
53,Private,150882,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
63,Private,184611,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States
35,Private,206789,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
41,Local-gov,137044,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
50,Local-gov,149933,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,4650,0,70,United-States
56,Local-gov,148384,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
48,Private,58729,Preschool,1,Separated,Other-service,Unmarried,White,Female,0,0,40,El-Salvador
44,Private,87377,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States
23,Private,61866,Preschool,1,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
37,Private,139011,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
40,Private,263193,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States
31,Private,229786,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,40,United-States
28,Local-gov,220032,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
45,Private,359483,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,30,United-States
29,Private,94751,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,42,United-States
42,Self-emp-not-inc,281778,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,United-States
46,Private,156282,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,46,United-States
23,Private,65309,Preschool,1,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Laos
33,Private,364918,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
44,Local-gov,143522,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States
50,Self-emp-inc,319955,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States
49,Local-gov,202236,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States
51,Private,205960,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,50,United-States
44,State-gov,171760,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States
51,Self-emp-not-inc,217397,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States
34,Private,188564,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
29,Private,213744,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,27828,0,45,Germany
64,Self-emp-not-inc,361727,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,9,United-States
44,Private,148861,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
46,Self-emp-inc,137607,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States
65,Private,112338,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States
45,Private,214103,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States
34,State-gov,312122,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Germany
45,State-gov,115677,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
49,Local-gov,134052,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,70,United-States
31,Self-emp-not-inc,242742,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,England
57,Local-gov,129971,Masters,14,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States
54,Local-gov,129432,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
51,Self-emp-inc,333510,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States
54,Private,196344,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,44,United-States
54,Private,355713,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
38,State-gov,281165,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
48,Private,172794,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
48,State-gov,132521,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,72,United-States
39,Private,134450,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States
45,Local-gov,142006,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
49,Self-emp-inc,165907,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,37,United-States
41,Local-gov,135611,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,United-States
56,Self-emp-inc,239799,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States
36,Private,252211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Iran
42,Private,131810,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States
47,Local-gov,146885,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
39,Local-gov,167464,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Dominican-Republic
28,Private,142345,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,80,United-States
39,Private,136459,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States
46,Private,206329,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
27,Private,211623,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
53,Local-gov,215370,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
45,Private,179884,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
46,Private,373209,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States
64,Private,309744,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
35,Self-emp-inc,120583,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India
46,Local-gov,220221,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
67,Private,194065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
28,Private,192349,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2339,40,Canada
59,Private,265586,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Black,Male,15024,0,50,United-States
46,Local-gov,139325,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States
46,Private,307059,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55,United-States
46,Federal-gov,155516,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,1887,40,United-States
39,Local-gov,179590,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,72,United-States
54,Private,177058,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,60,United-States
31,Private,362239,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,99,United-States
58,Private,257422,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
47,Local-gov,172594,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,United-States
35,Private,139300,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
45,Self-emp-not-inc,122942,Masters,14,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
49,Private,195026,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
31,Local-gov,280250,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
41,Self-emp-not-inc,157711,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,70,United-States
51,Private,223884,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
48,State-gov,191438,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States
27,Private,220105,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
19,Private,57220,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Hong
39,Local-gov,133445,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States
57,State-gov,278181,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States
50,Self-emp-inc,155518,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
51,Local-gov,261728,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States
31,Private,113146,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States
28,Private,165232,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
67,Self-emp-not-inc,318217,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10605,0,35,United-States
65,Private,197632,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5556,0,50,United-States
43,Private,291161,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
60,Private,160655,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States
52,Local-gov,269540,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
56,Self-emp-not-inc,188665,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States
34,Private,230210,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
71,Self-emp-inc,280097,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States
57,Self-emp-inc,260235,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
34,Private,294968,Prof-school,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States
51,Self-emp-inc,223250,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,60,United-States
42,Local-gov,145498,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
53,Self-emp-not-inc,162278,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
28,State-gov,141120,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
51,Local-gov,217864,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
64,Federal-gov,233700,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China
54,Local-gov,180837,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States
64,Private,340880,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States
47,Private,212013,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
42,State-gov,195310,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
44,Private,165294,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,45,United-States
33,Private,131235,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
45,Self-emp-inc,226097,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United-States
36,Self-emp-not-inc,240674,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
28,Private,162827,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
25,Local-gov,132816,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
42,State-gov,92749,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
26,Private,201050,Masters,14,Never-married,Tech-support,Other-relative,White,Male,0,0,25,United-States
51,Local-gov,128394,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
39,Self-emp-not-inc,208728,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
37,Self-emp-not-inc,278146,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,60,United-States
41,Private,133097,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,4650,0,55,United-States
50,Self-emp-not-inc,280989,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
34,Local-gov,127815,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
28,Private,118002,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
46,Private,194498,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
26,Private,227761,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,Canada
36,Self-emp-not-inc,131636,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,United-States
34,Private,167776,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,India
29,State-gov,136700,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
57,Self-emp-inc,221556,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States
36,Private,136362,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,Japan
38,Self-emp-not-inc,240944,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
68,Private,265697,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,Cuba
32,Private,244222,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
64,Self-emp-inc,233747,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States
34,State-gov,141099,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
34,Self-emp-not-inc,325054,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,Canada
40,Private,291196,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
36,Local-gov,310815,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,50,United-States
31,Private,176799,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,6,South
52,Private,88411,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,El-Salvador
35,Private,111765,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
54,Local-gov,119299,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States
51,Local-gov,154584,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States
44,State-gov,112718,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
47,Private,299347,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran
36,State-gov,281125,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States
43,Private,135676,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States
54,Private,84001,Preschool,1,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,China
45,Local-gov,134811,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
62,Self-emp-not-inc,280199,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States
32,Private,198031,Prof-school,15,Never-married,Sales,Not-in-family,White,Female,13550,0,50,United-States
55,Self-emp-not-inc,208606,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
40,Local-gov,141075,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
40,Local-gov,220275,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
55,Local-gov,253238,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
49,Private,172584,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
52,Private,182328,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
30,Private,144646,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Ireland
46,Private,142166,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
42,Private,210546,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
64,Private,139517,Masters,14,Never-married,Prof-specialty,Other-relative,White,Female,0,0,8,United-States
31,Local-gov,192428,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,90,United-States
50,Local-gov,250154,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
49,Private,203422,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
69,Self-emp-inc,219472,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,6514,0,40,United-States
53,Local-gov,151419,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States
44,Private,229790,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
48,Private,194507,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States
49,Self-emp-not-inc,348164,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,70,United-States
47,Private,104524,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States
48,State-gov,191935,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
36,Self-emp-inc,267122,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States
45,Private,293376,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
66,Local-gov,279185,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,20051,0,35,Jamaica
51,Private,252354,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
29,Federal-gov,174486,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
46,Self-emp-inc,194810,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
39,Local-gov,87214,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
31,State-gov,138957,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States
32,State-gov,173978,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States
49,Self-emp-inc,142711,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
63,Private,207188,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
32,State-gov,156011,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
40,State-gov,136118,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40,United-States
34,Self-emp-not-inc,288909,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
58,State-gov,262475,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States
32,Private,141403,Masters,14,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
35,Private,141842,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States
62,Private,185609,Masters,14,Never-married,Handlers-cleaners,Not-in-family,White,Male,4650,0,40,United-States
32,Local-gov,141221,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,40,United-States
34,Local-gov,153726,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
39,Private,126928,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
30,State-gov,115108,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States
50,Local-gov,137159,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,65,United-States
37,Private,186340,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
72,Private,218688,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2329,0,60,United-States
40,State-gov,134504,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,20,United-States
66,Private,59518,Preschool,1,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,Guatemala
62,Self-emp-not-inc,129803,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
50,Self-emp-inc,182625,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States
45,Federal-gov,115573,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
46,Self-emp-inc,167129,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
47,Private,139605,Masters,14,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,42,India
57,Self-emp-not-inc,109760,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States
